Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alcohol,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Fear_index,Calculation_973340536937771011,Loneliness2,Number of friends 2,Happiness in life2,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive (group),Eating to survive,Economy Management,Education,Elections,Empathy,Energy levels,Entertainment spending (group),Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Gender,Geography,Getting angry,Getting up,Giving (group),Giving,God (group) 1,God (group),God2 (group),God,Happiness in life (group),Happiness in life2 (group),Happiness in life,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,House - block of flats,Hypochondria,Interests or hobbies (group),Interests or hobbies,Internet usage,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Left - right handed,Life struggles,Loneliness (group),Loneliness2 (group),Loneliness,Loss of interest,Lying,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical instruments,Musical,New environment,Number of Records,Number of friends (group),Number of friends 2 (group),Number of friends,Number of siblings,Only child,Opera,PC,Parents' advice,Passive sport,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punctuality,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock n roll,Rock,Romantic,Sci-fi,Science and technology,Self-criticism,Shopping centres,Shopping,Slow songs or fast songs,Small - big dogs,Smoking,Snakes,Socializing,Spending on gadgets,Spending on healthy eating (group),Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Village - town,Waiting,War,Weight,Western,Workaholism,Writing notes,Writing
5,1,1,1,20,1,social drinker,1,5,2,3,4,5,3,3,29,blieving god,neutral,neutral,neutral,2,5,3,5,1,5,3,1,5,4,1,3,2,2,1,3,5,1,5,1,2,Other,4,1,secondary school,4,2,5,n,3,3,3,3,1,1,3,2,1,3,5,5,1,1,female,1,3,3,give more,4,Other,believe in god,blieving god,5,3,Other,3,4,2,163,1,1,2,1,block of flats,4,neutral,3,most of the day,3,4,3,5,4,1,left handed,3,3,Other,3,1,everytime it suits me,1,4,1,4,5,5,1,4,4,1,Other,Other,3,3,no,2,1,4,1,4,4,1,2,5,4,2,2,i am often running late,1,3,5,,1,3,1,1,2,4,5,1,,5,4,5,4,2,tried smoking,5,4,4,neutral,3,1,1,5,1,1,,3,1,5,city,4,1,47,1,5,3,1
2,4,3,5,20,2,social drinker,2,4,1,1,3,5,5,3,22,blieving god,not lonely,lots of friends,neutral,2,4,4,1,3,5,5,2,4,5,2,3,1,2,4,4,2,1,5,2,3,Other,2,2,secondary school,3,4,4,n,3,1,5,3,3,4,2,2,3,4,5,5,3,1,female,2,2,5,give more,5,Other,believe in god,blieving god,5,3,Other,3,4,2,170,2,4,3,4,block of flats,1,many interests,4,most of the day,4,4,5,5,5,1,left handed,4,2,Other,2,1,only to avoid hurting someone,2,4,1,3,5,5,5,3,4,1,Other,Other,5,1,no,1,3,3,3,4,4,1,1,4,3,4,5,i am often running late,1,3,1,2,2,5,2,1,4,4,3,2,3,3,3,5,4,1,tried smoking,5,5,3,neutral,3,4,2,2,2,5,2,4,3,4,city,1,1,58,1,3,3,1
3,1,5,2,21,3,social drinker,5,5,3,5,5,2,5,1,26,not believing god,neutral,neutral,very happy,1,2,3,3,5,1,5,2,5,5,1,5,4,2,2,2,5,2,4,5,4,1,1,1,secondary school,1,5,3,not be social,2,2,5,5,1,4,1,3,2,5,5,5,1,3,female,5,3,5,neutral,3,Other,not believe in god,Other,2,Other,Other,4,3,3,185,1,3,3,5,block of flats,1,many interests,4,few hours a day,5,5,3,2,2,1,left handed,5,3,Other,3,1,everytime it suits me,1,3,2,5,5,5,4,2,1,1,Other,Other,3,0,yes,1,4,4,1,4,5,1,2,1,3,4,5,i am always on time,5,3,3,5,5,2,4,3,5,5,5,3,3,3,1,3,3,3,tried smoking,2,1,1,eat healthy,4,1,1,1,4,3,3,2,3,3,city,1,3,70,1,2,4,3
2,5,5,4,23,2,social drinker,4,1,5,4,5,2,4,2,22,blieving god,not lonely,lots of friends,very happy,2,2,2,1,5,2,3,2,3,1,3,4,5,2,3,4,3,1,3,4,3,Other,5,4,masters degree,4,5,5,be social,5,1,1,3,1,4,5,1,1,4,2,3,3,2,female,4,5,1,neutral,3,Other,believe in god,blieving god,5,Other,Other,5,3,3,172,2,2,2,5,block of flats,1,many interests,5,few hours a day,5,1,4,5,4,3,left handed,2,Other,Other,1,2,sometimes,5,2,1,5,4,4,4,3,4,1,4,Other,4,1,yes,1,4,3,4,4,5,5,3,4,3,2,5,i am always on time,,3,3,3,4,4,3,1,4,4,2,4,3,4,2,3,5,5,current smoker,3,3,5,eat healthy,5,5,3,1,4,2,4,4,4,3,city,2,4,69,4,3,4,3
3,2,2,1,17,1,social drinker,1,1,5,1,5,3,5,1,20,blieving god,very lonely,lots of friends,neutral,5,2,4,1,1,1,5,1,5,2,2,5,1,3,3,2,2,1,2,2,2,1,1,1,primary school,1,3,3,not be social,1,2,2,2,4,3,1,3,1,2,5,5,5,5,female,1,1,2,give less,1,Other,believe in god,blieving god,5,3,Other,3,3,3,167,3,1,1,5,block of flats,1,neutral,3,few hours a day,5,5,5,2,1,1,left handed,5,4,very lonely,4,1,never,1,2,1,2,3,5,1,1,4,1,Other,Other,5,2,yes,1,5,2,5,3,1,5,1,3,3,3,5,i am often early,1,5,2,1,1,5,5,3,1,1,5,3,5,3,1,5,3,3,tried smoking,1,3,3,neutral,3,5,3,2,1,1,1,3,5,5,city,5,1,57,1,3,1,1
3,4,4,3,21,5,social drinker,4,4,5,4,4,4,4,4,41,not believing god,not lonely,lots of friends,neutral,2,1,2,3,3,2,3,5,5,5,1,3,5,4,4,3,3,3,2,2,3,Other,2,3,secondary school,5,3,4,n,3,2,4,4,1,3,3,5,2,3,3,4,3,3,female,4,4,4,give more,4,Other,not believe in god,Other,2,3,Other,3,4,3,173,4,3,4,1,block of flats,1,neutral,3,less than an hour a day,3,4,3,5,2,3,left handed,5,2,Other,2,2,sometimes,1,2,1,4,5,5,2,2,2,1,4,Other,4,1,yes,4,1,3,2,3,4,2,4,2,3,2,4,i am often running late,3,3,3,4,3,3,2,4,4,4,3,3,3,3,4,4,3,3,former smoker,5,4,2,eat healthy,4,4,5,4,4,2,4,2,3,4,city,2,3,59,1,3,2,3
2,4,5,3,20,2,social drinker,2,2,3,3,4,2,3,2,24,neutral,not lonely,lots of friends,very happy,2,1,2,2,3,2,2,4,4,3,1,5,1,4,2,5,2,2,4,4,4,Other,3,3,secondary school,3,3,4,n,3,1,4,2,4,2,3,4,1,5,5,5,2,1,female,4,3,2,neutral,3,Other,n,Other,3,Other,Other,4,3,4,171,2,2,4,1,block of flats,2,neutral,3,most of the day,5,4,3,3,3,2,left handed,3,2,Other,2,2,sometimes,2,1,1,2,4,3,1,3,5,1,4,Other,4,0,yes,4,1,4,3,4,1,1,4,2,3,3,2,i am always on time,1,2,4,5,2,4,3,4,3,2,3,3,2,3,1,1,3,3,tried smoking,2,4,3,eat healthy,4,3,2,2,3,1,3,3,1,4,city,2,3,62,3,4,4,1
4,4,1,2,22,1,social drinker,2,5,4,1,5,1,5,1,22,blieving god,neutral,no friends,very happy,2,2,2,3,3,1,5,3,5,5,2,5,1,5,3,3,2,3,5,4,3,Other,3,2,college/bachelor degree,5,5,4,n,3,2,5,2,3,5,3,1,2,5,5,5,5,1,female,4,5,3,neutral,3,4,believe in god,blieving god,4,Other,Other,4,2,3,165,3,1,3,4,block of flats,1,few interests,2,few hours a day,4,3,3,4,4,4,left handed,3,3,Other,3,2,only to avoid hurting someone,1,4,5,3,5,5,1,2,5,1,Other,no friends,2,0,yes,4,1,4,4,3,5,1,3,3,1,2,2,i am often early,2,3,4,5,3,5,4,4,5,5,2,3,5,3,2,3,3,1,former smoker,3,4,2,eat healthy,4,2,2,1,4,1,3,4,4,4,village,4,3,52,5,3,5,1
3,3,5,5,19,2,social drinker,2,2,2,5,4,2,4,1,33,blieving god,not lonely,lots of friends,very happy,3,3,2,4,4,1,5,1,5,4,3,5,2,2,3,4,3,2,2,3,3,Other,3,3,secondary school,5,5,5,be social,5,1,5,4,4,3,3,5,3,5,5,5,5,2,female,4,1,4,give more,5,4,believe in god,blieving god,4,Other,Other,4,3,3,167,1,2,1,5,block of flats,1,many interests,5,less than an hour a day,4,4,4,2,4,3,right handed,3,2,Other,2,2,sometimes,2,3,2,2,4,5,3,3,4,1,Other,Other,5,1,no,1,1,,5,4,5,1,1,3,5,5,2,i am often running late,4,1,4,1,4,4,3,4,1,4,4,2,2,3,1,1,4,4,tried smoking,5,4,2,eat unhealthy,2,2,4,3,1,1,2,2,3,3,,3,2,53,2,3,3,2
3,2,1,4,19,2,drink a lot,1,2,4,1,3,4,2,4,33,blieving god,not lonely,lots of friends,very happy,1,3,5,1,5,1,2,1,5,5,1,5,3,2,3,2,5,5,5,4,3,Other,3,1,college/bachelor degree,2,5,4,n,3,3,2,4,5,3,2,1,1,3,4,5,5,1,female,1,3,4,neutral,3,4,believe in god,blieving god,4,Other,Other,4,3,3,175,4,2,1,3,block of flats,1,many interests,4,few hours a day,5,4,3,4,1,1,right handed,4,2,Other,2,5,everytime it suits me,1,5,1,3,5,5,2,2,4,1,4,Other,4,2,no,1,2,3,5,3,5,1,1,4,3,1,4,i am always on time,3,1,1,1,3,2,2,2,3,4,3,2,2,3,4,4,3,2,current smoker,3,3,3,neutral,3,3,5,3,2,4,1,5,3,3,city,3,2,65,1,5,2,1
5,2,3,2,17,4,drink a lot,2,4,4,1,4,3,4,4,28,blieving god,very lonely,neutral,neutral,3,5,4,2,3,2,5,3,4,5,3,4,4,4,4,3,4,2,2,3,3,1,1,4,primary school,1,3,3,be social,4,3,5,3,4,2,1,3,2,3,3,5,3,2,female,2,5,4,give more,5,Other,believe in god,blieving god,5,3,Other,3,3,3,160,2,4,3,4,block of flats,3,few interests,2,few hours a day,4,5,4,4,2,1,right handed,5,5,very lonely,5,3,everytime it suits me,2,2,1,4,5,5,1,2,4,1,Other,Other,3,1,no,1,4,3,5,3,4,1,2,4,3,2,5,i am always on time,2,3,3,1,2,4,2,4,3,4,4,2,3,5,5,5,3,1,never smoked,3,4,3,eat healthy,4,5,2,2,2,3,2,4,5,5,city,2,4,60,1,3,4,1
4,2,3,4,18,2,drink a lot,5,5,5,4,2,4,5,4,22,neutral,neutral,neutral,very unhappy,2,1,4,4,5,1,5,5,5,5,3,5,1,4,1,2,1,3,5,5,3,1,1,1,secondary school,5,5,3,be social,5,3,5,3,5,4,4,1,1,5,5,5,5,1,female,4,2,5,give more,4,Other,n,Other,3,Other,very unhappy,2,3,5,170,4,1,5,2,block of flats,2,few interests,2,few hours a day,4,5,5,5,2,1,right handed,4,3,Other,3,4,everytime it suits me,1,4,2,3,5,5,5,5,1,1,Other,Other,3,1,no,1,1,2,3,3,5,1,2,4,2,4,3,i am always on time,2,4,1,5,1,3,1,5,5,5,5,1,5,5,4,5,3,3,tried smoking,1,2,3,eat healthy,5,5,4,2,4,1,5,3,1,4,city,3,5,54,2,5,2,1
2,4,1,2,21,3,drink a lot,3,5,4,4,5,1,2,5,23,not believing god,not lonely,neutral,neutral,2,1,2,3,5,1,5,4,4,5,3,1,1,1,2,2,4,2,4,4,3,1,1,2,secondary school,5,4,4,n,3,5,5,3,1,2,1,1,2,4,4,5,4,1,female,2,2,2,neutral,3,Other,not believe in god,Other,1,3,Other,3,5,3,173,2,1,5,1,block of flats,1,many interests,4,few hours a day,4,5,4,2,2,3,right handed,3,Other,Other,1,2,everytime it suits me,2,1,3,3,5,5,1,3,4,1,Other,Other,3,1,no,4,2,3,4,3,5,1,3,2,1,5,5,i am always on time,3,2,2,5,1,5,1,2,3,5,3,4,3,3,5,4,4,4,tried smoking,2,2,3,eat unhealthy,2,4,2,2,3,1,5,2,5,3,city,4,3,58,2,1,3,1
4,2,4,4,18,2,drink a lot,5,5,4,2,1,4,5,4,20,neutral,very lonely,lots of friends,very unhappy,1,2,5,1,5,2,5,5,4,5,2,5,1,4,2,3,1,2,5,5,3,1,1,1,secondary school,5,5,3,be social,5,3,5,3,5,5,4,1,1,5,5,5,5,1,female,4,3,5,give more,4,Other,n,Other,3,Other,very unhappy,2,3,3,170,4,2,5,2,block of flats,3,few interests,1,few hours a day,4,5,3,4,2,1,right handed,5,4,very lonely,4,3,everytime it suits me,1,4,3,3,5,5,3,4,1,1,4,Other,4,1,no,1,1,2,2,3,5,1,1,4,1,5,2,i am always on time,3,4,1,4,1,3,1,3,5,5,4,1,5,5,4,5,3,3,tried smoking,1,2,3,eat healthy,4,5,3,2,3,1,5,2,2,4,city,4,5,54,2,5,2,1
3,3,4,2,18,3,drink a lot,2,5,4,4,5,3,4,2,24,blieving god,very lonely,neutral,very happy,2,4,2,2,5,3,5,3,5,4,4,3,2,3,4,2,3,2,2,4,4,1,1,2,secondary school,1,4,3,be social,4,1,5,2,3,2,3,2,2,3,5,5,3,2,female,3,3,2,neutral,3,Other,believe in god,blieving god,5,Other,Other,4,3,3,163,2,3,2,5,block of flats,1,many interests,4,few hours a day,3,4,5,4,2,2,right handed,4,4,very lonely,4,2,only to avoid hurting someone,3,2,1,3,5,5,5,3,4,1,Other,Other,3,6,no,1,4,3,3,3,5,2,3,5,3,2,4,i am always on time,4,1,3,2,4,4,3,2,4,4,4,3,4,4,4,3,3,5,former smoker,4,3,3,neutral,3,5,2,1,4,2,4,2,4,4,city,4,3,58,3,3,4,2
5,3,1,3,21,1,drink a lot,2,5,5,3,3,5,5,1,34,blieving god,neutral,lots of friends,very happy,2,3,1,2,3,5,5,4,5,3,2,4,1,1,4,1,5,3,5,3,4,1,1,2,secondary school,5,5,5,not be social,2,1,5,3,4,4,4,3,3,4,5,5,4,3,female,2,2,5,give more,5,Other,believe in god,blieving god,5,Other,Other,5,1,3,172,5,4,3,2,block of flats,1,neutral,3,few hours a day,5,4,5,3,3,1,right handed,5,3,Other,3,1,only to avoid hurting someone,2,5,3,1,5,5,4,5,3,1,Other,Other,5,1,no,2,5,4,4,4,2,3,2,4,5,1,4,i am always on time,2,4,3,3,4,4,4,1,3,5,5,3,3,2,4,4,4,3,tried smoking,3,4,3,neutral,3,4,4,4,3,2,3,4,2,2,city,3,2,71,2,3,5,1
4,5,5,5,19,5,drink a lot,1,3,5,2,3,1,3,5,27,blieving god,not lonely,lots of friends,very happy,5,5,5,1,5,1,1,1,5,5,1,1,5,5,2,1,1,5,2,2,3,Other,2,1,college/bachelor degree,3,5,5,be social,5,2,3,1,5,1,1,1,1,5,3,5,5,1,female,2,5,5,give less,2,4,believe in god,blieving god,4,Other,Other,4,4,3,168,1,5,3,5,block of flats,2,many interests,5,few hours a day,5,5,3,5,3,5,right handed,3,Other,Other,1,5,sometimes,1,1,2,2,5,5,3,2,4,1,Other,Other,5,1,no,1,2,3,5,3,5,1,3,4,3,5,3,i am always on time,1,1,3,1,3,2,2,3,1,2,3,1,1,1,5,5,5,5,current smoker,3,5,5,eat healthy,4,5,5,2,1,5,2,2,5,3,city,1,3,57,1,1,3,1
4,2,4,2,23,5,drink a lot,4,5,3,2,4,2,3,3,27,neutral,not lonely,lots of friends,neutral,3,3,3,2,4,1,2,2,4,3,1,3,2,3,4,3,4,3,1,2,3,Other,4,4,masters degree,4,2,4,be social,4,1,5,2,3,2,3,3,2,4,3,5,3,1,female,2,4,5,neutral,3,Other,n,Other,3,3,Other,3,4,3,163,1,3,2,4,block of flats,4,few interests,2,few hours a day,5,4,4,4,4,5,right handed,4,2,Other,2,4,sometimes,1,3,1,4,5,4,1,4,4,1,4,Other,4,1,no,2,2,3,1,3,5,1,3,4,1,3,2,i am always on time,2,3,2,2,3,4,1,2,4,3,4,3,2,4,4,5,3,2,current smoker,2,2,3,eat healthy,5,4,2,3,3,1,4,2,3,4,city,2,2,68,2,2,4,1
2,4,3,2,21,4,drink a lot,5,5,4,5,3,3,4,4,32,blieving god,not lonely,lots of friends,neutral,1,5,5,2,5,1,2,3,5,5,2,5,1,2,3,2,4,2,5,5,4,1,1,3,secondary school,4,4,2,be social,5,2,5,5,2,5,2,2,3,3,3,5,1,1,female,2,4,5,give more,4,4,believe in god,blieving god,4,3,Other,3,5,3,157,2,2,5,4,block of flats,3,few interests,1,few hours a day,5,5,5,1,1,2,right handed,5,2,Other,2,2,sometimes,1,3,2,3,5,5,2,2,2,1,4,Other,4,1,no,2,1,5,5,3,5,1,2,2,3,5,5,i am always on time,2,2,3,5,2,4,4,3,5,5,3,5,3,5,3,5,3,2,current smoker,3,2,2,eat healthy,4,5,5,2,4,1,5,5,4,5,city,1,3,45,2,2,3,1
3,4,5,3,28,1,drink a lot,4,4,4,4,5,5,5,3,29,blieving god,neutral,lots of friends,very happy,4,1,2,4,3,3,4,4,4,3,2,5,4,2,4,3,1,4,4,4,3,1,1,3,masters degree,5,5,4,n,3,1,4,4,1,3,3,3,3,5,4,5,1,4,female,5,4,5,give less,1,4,believe in god,blieving god,4,Other,Other,4,3,4,180,4,4,3,1,block of flats,1,many interests,5,few hours a day,5,4,4,4,4,3,right handed,5,3,Other,3,1,sometimes,2,5,5,3,4,5,1,4,3,1,4,Other,4,1,no,4,4,3,1,3,3,4,1,3,3,4,4,i am always on time,4,4,1,5,5,5,3,4,3,5,4,3,5,3,2,3,5,4,former smoker,4,5,3,eat healthy,5,2,5,2,4,4,5,5,4,3,city,3,3,70,2,3,5,1
4,4,5,5,17,1,drink a lot,2,2,4,1,2,2,3,2,21,blieving god,very lonely,lots of friends,neutral,3,2,5,1,3,3,1,1,3,5,1,5,4,2,2,1,2,3,4,2,3,Other,5,1,primary school,1,3,4,be social,5,3,2,2,2,2,2,2,1,4,4,5,4,2,female,2,4,5,give more,4,4,believe in god,blieving god,4,3,Other,3,3,2,165,1,3,4,5,block of flats,4,many interests,4,few hours a day,3,3,3,4,1,3,right handed,4,4,very lonely,4,4,sometimes,1,2,4,5,4,5,2,1,5,1,4,Other,4,3,no,1,2,2,2,3,5,2,1,2,1,3,3,i am always on time,5,2,1,1,4,3,1,3,3,4,3,4,2,3,3,3,3,5,former smoker,3,5,2,eat unhealthy,1,4,3,3,1,2,2,4,3,4,city,2,5,65,3,1,2,1
4,4,5,3,21,3,drink a lot,2,4,3,3,4,2,3,1,18,neutral,neutral,neutral,very happy,1,1,2,1,2,4,2,3,5,2,1,4,5,3,1,1,2,2,4,3,3,1,1,3,secondary school,4,3,3,be social,4,2,3,1,2,5,3,1,2,4,3,4,4,1,female,3,4,1,give less,2,Other,n,Other,3,Other,Other,4,3,4,161,2,1,2,4,block of flats,3,many interests,4,few hours a day,2,2,4,4,2,1,right handed,2,3,Other,3,4,sometimes,2,2,5,5,4,5,3,1,3,1,Other,Other,3,1,no,5,2,4,2,3,1,2,2,1,5,2,4,i am always on time,2,4,1,4,1,4,1,3,1,3,3,3,3,4,2,2,5,5,former smoker,1,3,2,eat healthy,4,2,4,1,1,1,4,4,4,5,city,2,2,65,1,5,3,1
3,2,3,3,19,4,drink a lot,3,2,4,2,2,2,4,4,38,not believing god,neutral,neutral,neutral,3,4,3,2,3,1,3,4,5,4,2,3,3,3,4,4,4,4,3,3,3,Other,2,3,secondary school,3,4,3,n,3,2,3,5,4,3,4,1,1,4,4,5,3,2,female,4,3,5,give less,2,Other,not believe in god,Other,1,3,Other,3,4,3,164,4,3,4,3,block of flats,3,many interests,5,few hours a day,4,3,4,4,3,2,right handed,5,3,Other,3,3,sometimes,1,2,1,3,5,5,2,3,4,1,Other,Other,3,1,no,1,3,5,3,3,3,1,3,4,1,4,3,i am always on time,1,1,4,3,3,4,1,3,4,4,4,2,3,3,3,4,3,4,former smoker,5,4,4,eat healthy,4,4,5,2,3,4,3,3,3,2,city,3,3,58,2,2,1,1
3,4,4,2,21,5,drink a lot,4,4,3,2,4,2,4,3,41,not believing god,neutral,neutral,very happy,1,3,3,2,5,2,3,3,5,4,2,4,5,2,3,1,5,3,3,2,3,1,1,3,secondary school,1,4,4,not be social,2,1,3,3,1,3,2,4,1,4,5,5,3,1,female,4,4,5,neutral,3,Other,not believe in god,Other,1,Other,Other,4,5,3,177,3,1,1,5,block of flats,3,neutral,3,few hours a day,5,5,3,4,4,1,right handed,5,3,Other,3,4,sometimes,5,1,2,4,5,5,1,3,2,1,Other,Other,3,1,no,2,3,4,3,3,4,1,1,4,3,1,4,i am always on time,3,2,5,1,,5,1,1,4,5,5,3,2,3,4,4,3,1,never smoked,5,2,4,eat unhealthy,2,4,5,3,3,2,4,4,5,2,city,1,2,73,1,1,3,1
2,4,3,5,20,5,drink a lot,2,4,3,1,3,1,3,3,33,neutral,neutral,neutral,very happy,1,2,4,2,2,1,3,2,4,2,2,3,,2,3,1,5,1,2,2,4,Other,3,5,secondary school,1,4,3,n,3,4,4,5,3,2,3,1,1,4,4,5,3,3,female,3,4,5,give more,4,Other,n,Other,3,Other,Other,4,4,4,172,2,3,4,2,block of flats,1,neutral,3,few hours a day,4,3,2,3,2,3,right handed,3,3,Other,3,3,sometimes,4,1,3,4,5,5,3,2,3,1,Other,Other,3,1,no,2,3,3,,3,1,1,2,4,1,2,4,i am always on time,3,3,1,4,3,5,1,3,2,4,3,4,1,3,3,4,3,3,tried smoking,5,3,2,neutral,3,3,5,3,,2,2,5,4,3,city,3,3,57,1,2,3,1
3,4,2,1,20,3,drink a lot,3,5,4,5,4,2,3,3,23,blieving god,very lonely,neutral,neutral,3,4,5,2,5,2,3,4,5,5,4,2,5,5,3,3,2,3,1,4,3,Other,2,3,college/bachelor degree,5,5,3,be social,4,5,5,2,1,2,3,1,3,5,4,5,3,2,female,3,3,5,neutral,3,4,believe in god,blieving god,4,3,Other,3,3,2,170,5,2,5,4,block of flats,2,many interests,5,few hours a day,5,5,3,4,5,3,right handed,4,4,very lonely,4,1,everytime it suits me,2,2,4,5,5,5,2,5,5,1,Other,Other,3,1,no,3,5,2,4,3,2,2,4,3,1,5,3,i am often early,3,3,1,5,2,2,3,2,3,4,4,5,4,4,5,5,3,4,former smoker,1,5,4,neutral,3,4,4,1,4,4,5,3,3,3,city,3,3,70,3,4,3,5
3,5,4,2,17,1,drink a lot,2,2,5,3,4,2,5,2,29,not believing god,not lonely,lots of friends,very happy,1,5,2,2,5,4,2,3,3,4,1,3,4,5,3,1,4,2,3,4,4,1,1,4,secondary school,1,3,4,be social,4,2,3,2,2,2,4,2,2,5,4,5,5,2,female,4,3,2,give more,5,Other,not believe in god,Other,1,Other,Other,4,3,3,156,2,3,4,2,block of flats,1,many interests,4,few hours a day,5,5,5,4,4,3,right handed,4,2,Other,2,4,only to avoid hurting someone,4,2,3,3,5,5,2,4,4,1,4,Other,4,1,no,3,2,3,5,4,5,1,3,4,3,2,2,i am often early,3,3,5,3,3,4,1,3,3,5,2,4,3,4,5,5,3,2,current smoker,5,3,2,eat healthy,5,5,4,2,5,3,4,4,3,3,city,3,3,51,4,3,4,1
3,1,1,1,20,2,drink a lot,5,2,3,5,4,2,4,2,24,neutral,not lonely,lots of friends,very happy,1,4,2,2,5,1,3,4,4,5,3,4,1,2,3,2,4,2,3,2,3,1,1,3,secondary school,5,5,4,be social,4,2,4,2,3,1,2,2,4,4,4,5,4,1,female,3,4,4,give less,2,Other,n,Other,3,Other,Other,5,4,4,168,3,2,2,1,block of flats,3,neutral,3,few hours a day,4,5,3,5,2,2,right handed,3,2,Other,2,3,only to avoid hurting someone,1,3,3,3,4,5,3,5,4,1,4,Other,4,1,no,2,2,4,3,3,2,1,2,4,2,3,4,i am often early,3,2,2,5,4,4,1,4,5,5,4,3,1,4,3,5,3,3,tried smoking,2,4,1,eat healthy,5,4,2,3,3,1,4,3,2,4,city,2,2,55,2,3,2,1
3,5,5,3,19,1,drink a lot,1,3,3,2,5,5,5,1,13,not believing god,not lonely,neutral,very happy,1,1,2,1,2,5,3,1,5,5,2,5,5,3,2,4,1,1,4,5,3,1,1,5,secondary school,3,5,5,n,3,1,3,3,1,3,1,1,1,1,5,5,5,1,female,3,3,3,give less,1,Other,not believe in god,Other,1,Other,Other,4,1,3,166,1,1,5,1,block of flats,1,neutral,3,few hours a day,3,4,5,1,3,4,right handed,5,2,Other,2,3,sometimes,5,2,5,3,4,5,1,1,4,1,Other,Other,3,1,no,1,2,3,1,3,5,4,1,2,3,5,3,i am often early,5,3,1,2,3,4,1,3,3,5,1,3,5,5,3,4,3,5,current smoker,1,5,3,neutral,3,3,2,1,1,1,3,5,4,3,city,3,1,51,1,5,5,3
3,4,4,3,22,4,drink a lot,5,4,3,2,4,2,5,4,36,not believing god,neutral,lots of friends,very happy,2,3,5,2,3,2,4,1,5,4,1,3,2,3,2,2,5,3,3,3,3,Other,3,3,secondary school,4,5,4,be social,5,1,4,4,3,4,3,2,2,2,5,5,3,2,female,2,1,2,give more,4,Other,not believe in god,Other,2,Other,Other,4,4,3,164,3,4,1,2,block of flats,1,neutral,3,few hours a day,5,4,4,3,2,3,right handed,5,3,Other,3,3,sometimes,3,1,3,4,4,5,1,4,3,1,4,Other,4,1,no,1,3,4,5,4,5,1,2,3,3,4,5,i am often early,4,5,3,2,5,4,1,,2,4,2,1,3,3,4,5,4,3,current smoker,5,3,3,eat unhealthy,2,3,5,2,3,5,4,2,4,5,city,2,1,55,1,3,4,1
2,4,1,2,19,3,drink a lot,4,5,4,2,2,1,3,1,16,not believing god,not lonely,neutral,very happy,2,2,4,1,4,1,2,1,4,4,1,1,1,3,2,1,1,1,2,4,3,1,1,5,college/bachelor degree,5,2,3,be social,4,2,3,4,1,3,4,1,1,5,4,4,3,1,female,4,5,5,give less,2,Other,not believe in god,Other,1,Other,Other,4,4,3,163,2,1,1,2,block of flats,1,neutral,3,few hours a day,4,4,4,4,2,2,right handed,1,2,Other,2,3,sometimes,5,1,4,4,5,4,1,2,4,1,Other,Other,3,2,no,1,4,2,1,3,5,2,4,3,2,3,4,i am often early,4,3,1,4,3,4,1,4,4,5,3,4,3,4,4,3,4,5,never smoked,1,4,5,eat unhealthy,2,2,1,1,1,1,2,4,2,4,city,3,1,58,1,5,4,1
3,3,1,2,19,1,drink a lot,3,4,3,2,3,1,4,3,23,not believing god,neutral,neutral,very happy,1,4,1,2,5,1,3,2,4,5,1,1,1,4,3,1,1,2,2,2,3,1,1,5,secondary school,3,4,3,be social,5,2,3,4,3,4,2,2,1,4,3,5,3,2,female,2,3,5,neutral,3,Other,not believe in god,Other,2,Other,Other,4,3,1,175,3,5,4,2,block of flats,1,few interests,2,few hours a day,3,4,4,4,4,1,right handed,1,3,Other,3,4,everytime it suits me,1,1,1,3,3,5,1,3,4,1,Other,Other,3,1,no,2,2,1,3,3,4,1,2,5,1,2,3,i am often running late,3,3,1,5,4,3,1,2,3,4,2,3,1,3,3,3,4,3,current smoker,4,3,1,eat unhealthy,2,3,3,2,3,1,2,1,2,2,city,3,3,60,2,2,3,3
